Latitude	Longitude	In(2L)t	In(2R)Ns	In(3L)P	In(3R)Payne	DEST
40.231444	32.260328	0.264649393	0.011567478	0.039396498	0.107243053	1
40.231444	32.260328	0.22201249	0.021231523	0.064457629	0.113012713	1
40.231444	32.260328	0.133470494	0.032612594	0.07931806	0.08417427	1
40.231444	32.260328	0.123700176	0.024196964	0.147232509	0.132454904	1
40.231444	32.260328	0.165435834	0.037475679	0.139613622	0.045134276	1
40.231445	32.260329	0.266380254	0.015511034	0.045046977	0.045890878	1
40.231446	32.26033	0.228096172	0.02388486	0.049675375	0.043828966	1
40.231447	32.260331	0.213157494	0.072718828	0.042982378	0.07086398	1
40.231448	32.260332	0.210633961	0.011007026	0.033536764	0.032381144	1
40.231449	32.260333	0.229874642	0.035139497	0.113769198	0.036742954	1
48.788833	30.279833	0.210028826	0.182648958	0.060868655	0.107478026	1
49.72	31.53	0.15771154	0.048724623	0.067569582	0.064731433	1
50.53752	32.51880556	0.248845188	0.089766798	0.064785241	0.052962482	1
48.75327778	30.20580556	0.136415353	0.120482586	0.057721881	0.095683309	1
48.75327778	30.20580556	0.168964034	0.04172534	0.09275311	0.093666896	1
48.76	30.17	0.143938316	0.217021902	0.08346721	0.094612896	1
48.75	30.2	0.13554459	0.133101725	0.059470759	0.101197196	1
48.76224	30.244566	0.159860273	0.116853803	0.028172195	0.031564649	1
48.76224	30.244566	0.050679079	0.146356101	0.075508594	0.151030043	1
48.76224	30.244566	0.190832204	0.128567018	0.021321551	0.087257863	1
48.769055	30.173227	0.196031029	0.094053757	0.071415404	0.034818645	1
48.76224	30.244566	0.22247438	0.150923498	0.092064004	0.086784677	1
48.769055	30.173227	0.10688368	0.119514102	0.000694444	0.112248524	1
48.76224	30.244566	0.144691111	0.044280509	0.034844651	0.055448	1
48.76224	30.244566	0.118341912	0.098247622	0.016918113	0.040784093	1
48.769055	30.173227	0.183538777	0.125476037	0.040522602	0.057450564	1
50.48469444	32.71425	0.239254953	0.09847542	0.064838189	0.036050747	1
50.48469444	32.71425	0.149464261	0.030069488	0.131346542	0.112976142	1
50.48469444	32.71425	0.185228474	0.042702976	0.075968165	0.040917953	1
50.48469444	32.71425	0.198423595	0.124580248	0.132429762	0.246835626	1
50.492583	32.714147	0.145561478	0.082467159	0.09291968	0.138176258	1
50.492583	32.714147	0.249028156	0.139871236	0.082998099	0.060062307	1
50.492583	32.714147	0.197999015	0.083389813	0.04963115	0.079057868	1
47.124453	37.690053	0.183582026	0.204530027	0.048676656	0.02413384	1
47.10500532	37.66617511	0.089259001	0.173749233	0.064694823	0.030228156	1
48.690794	37.005189	0.249755471	0.108357507	0.060496642	0.098695683	1
49.81852778	36.05475	0.187304323	0.089044061	0.101182871	0.032731269	1
49.81852778	36.05475	0.172670871	0.073392467	0.055829573	0.024994953	1
49.81852778	36.05475	0.215860853	0.094574189	0.071181008	0.03625914	1
49.81852778	36.05475	0.160913021	0.029307831	0.077031541	0.097550089	1
49.990083	36.230678	0.214174145	0.138957465	0.029912803	0.045075342	1
49.990083	36.230678	0.208844924	0.130526947	0.050288025	0.114643818	1
51.27263889	30.22136111	0.14047531	0.054628688	0.108779078	0.079408804	1
51.279245	30.213118	0.11492834	0.033713957	0.020447815	0.048876003	1
51.279245	30.213118	0.146024838	0.080179367	0.034521573	0.054684881	1
51.279245	30.213118	0.1732896	0.028657262	0.059891206	0.013432473	1
51.27263889	30.22136111	0.175990654	0.076751084	0.05913466	0.004074269	1
51.27	30.21	0.239551831	0.151382392	0.057984855	0	1
51.37	30.13	0.231113402	0.147630357	0.016249324	0.031211865	1
51.375003	30.139258	0.238256115	0.059051789	0.024587695	0.076579053	1
51.37330556	30.13830556	0.267344299	0.076260463	0.039730968	0.020538744	1
51.279245	30.213118	0.214849521	0.059760823	0.038261651	0.013416156	1
51.38691667	30.07330556	0.368060036	0.10145503	0.044639516	0.02524797	1
51.27888889	29.39438889	0.271686361	0.035487423	0.024627719	0.050622594	1
51.37330556	30.13830556	0.078884828	0.094512616	0.082367788	0.020147467	1
51.38691667	30.07330556	0.226658984	0.100547453	0.037557779	0.019535075	1
51.3352	30.136179	0.228910639	0.110073387	0.046918284	0.013170767	1
51.27888889	29.39438889	0.113883133	0.061632312	0.071955428	0.011936948	1
51.38691667	30.07330556	0.210212424	0.070629835	0.015859802	0.000661376	1
50.284972	30.331972	0.211945482	0.119183406	0.075374931	0.02287634	1
50.58886	30.57138	0.263114982	0.120844749	0.125527368	0.048063667	1
51.351861	30.126111	0.238486772	0.139168842	0.061077832	0.006623828	1
50.34402778	30.48911111	0.173024681	0.10344814	0.034486632	0.066062395	1
50.34402778	30.48911111	0.238047432	0.082616735	0.04062366	0.090141546	1
50.34402778	30.48911111	0.152100765	0.176128634	0.052160042	0.034405782	1
50.383374	30.368038	0.211552381	0.166753412	0.069200539	0.017606221	1
50.38	30.36	0.163119259	0.114438447	0.064390644	0.034412797	1
50.3834	30.3682	0.235922191	0.102249293	0.062275436	0.033840635	1
50.38	30.36	0.304163056	0.130582464	0.07363067	0.05087045	1
50.37875	30.475091	0.190223465	0.151056047	0.01793205	0.016330888	1
51.4	30.05416645	0.339885591	0.126929405	0.091531469	0.04092548	1
50.383359	30.367921	0.174680928	0.079780439	0.057373446	0.119931862	1
50.383359	30.367921	0.353554113	0.195211709	0.06184794	0.080344958	1
50.383359	30.367921	0.164371363	0.142005954	0.117182966	0.08218807	1
50.383359	30.367921	0.262233578	0.174748755	0.143168101	0.088824573	1
50.383359	30.367921	0.142901036	0.16298693	0.051333112	0.057658469	1
50.383359	30.367921	0.145784767	0.165131732	0.108872731	0.047185238	1
50.383359	30.367921	0.234974985	0.168944791	0.107965666	0.116729155	1
50.383359	30.367921	0.292810373	0.102279849	0.075616432	0.101611301	1
50.383359	30.367921	0.167112826	0.113832427	0.025746973	0.098638599	1
50.383359	30.367921	0.280775979	0.117865502	0.031936619	0.079946985	1
50.383359	30.367921	0.280162666	0.175558827	0.107833454	0.040668645	1
50.383359	30.367921	0.223095754	0.072356829	0.092582668	0.063833629	1
50.383359	30.367921	0.210834421	0.122353383	0.061794606	0.067349559	1
50.383359	30.367921	0.266005911	0.078292629	0.021212778	0.105944263	1
49.32991667	23.50280556	0.157961858	0.092371002	0	0.058364357	1
49.32991667	23.50280556	0.127000821	0.047604635	0.011702655	0.181019306	1
49.32991667	23.50280556	0.180575091	0.113151807	0.013809483	0.08890637	1
46.616779	31.355456	0.291194668	0.067014154	0.041336429	0.002195686	1
46.49	30.71	0.155203029	0.038895478	0.014737679	0.054628078	1
46.49	30.71	0.241248486	0.072869525	0.032999336	0.058779272	1
46.44155556	30.77169444	0.086636246	0.10260479	0.011341426	0.046720489	1
46.44155556	30.77169444	0.180240013	0.101199836	0.0220029	0.024371164	1
46.44155556	30.77169444	0.18490655	0.088343743	0.078526552	0.056346839	1
46.44155556	30.77169444	0.338959356	0.137110486	0.071144697	0.043808949	1
46.44155556	30.77169444	0.131002643	0.041107126	0.0311176	0.048592737	1
46.44155556	30.77169444	0.200738981	0.051920397	0.008247163	0.039680237	1
46.44155556	30.77169444	0.139379293	0.074001059	0.080886103	0.056782427	1
46.44155556	30.77169444	0.338303698	0.084085583	0.02514743	0.082136061	1
46.44	30.77	0.159489896	0.083982837	0.045938609	0.00718034	1
46.44155556	30.77169444	0.175193161	0.058350168	0.025303793	0.046751445	1
46.441227	30.771592	0.217410853	0.064979719	0.022655181	0.003095975	1
46.441227	30.771592	0.288592538	0.106103983	0.028244657	0.031675613	1
46.441227	30.771592	0.190554776	0.163238573	0.009369164	0.030458104	1
46.441227	30.771592	0.221045932	0.182446539	0.022966346	0	1
46.441227	30.771592	0.314331651	0.211076231	0.030730154	0.016273693	1
46.441227	30.771592	0.132501793	0.09994092	0.02015135	0.017461646	1
46.441227	30.771592	0.267524799	0.14472859	0.043321532	0.024001092	1
46.441227	30.771592	0.119371276	0.077050252	0.033534676	0	1
46.391972	30.68125	0.161114781	0.114569525	0.02802541	0.030077695	1
46.441227	30.771592	0.172293072	0.192511445	0.037708378	0.047451485	1
46.441227	30.771592	0.31468102	0.162048867	0.038988533	0	1
46.391972	30.68125	0.022276912	0.083738333	0	0	1
50.25375	32.51880556	0.17290069	0.080383344	0.105416544	0.03046293	1
50.25375	32.51880556	0.208050384	0.060070337	0.077404601	0.109063839	1
50.3265	32.493228	0.205137515	0.079844964	0.134462718	0.056214458	1
50.3265	32.493228	0.257139058	0.118300189	0.0720751	0.084020859	1
50.3265	32.493228	0.179128424	0.15194115	0.037019152	0.053795228	1
50.3265	32.493228	0.194225424	0.134153494	0.101376196	0.069998514	1
50.3265	32.493228	0.319718083	0.128409929	0.009705894	0.06947487	1
50.747778	25.324444	0.106689847	0.121796334	0.074264169	0.083999985	1
47.803529	35.202091	0.128998374	0.192468384	0.095424204	0.114852916	1
-1.28	29.69	0.255952381	0.242063492	0.003076923	0.364705882	1
39	-123.21	0	0.018292683	0	0	1
39.15	-123.65	0.083333333	0	0	na	1
39	-123.21	0	0.011904762	0	0.077222222	1
39.15	-123.65	0.018518519	0	0.015625	0	1
39	-123.21	0.020408163	0	0	0.025	1
39.15	-123.65	0	0.009090909	0.003787879	0	1
39	-123.21	0	0.012244898	0	0	1
39.15	-123.65	0	0	0	0	1
39	-123.21	0	0.007751938	0	0.035714286	1
39.15	-123.65	0	0	0	0	1
39.15	-123.65	0	0	0	na	1
39	-123.21	0	0.03	0	0	1
39	-123.21	0.067857143	0	0	0.041666667	1
39.15	-123.65	0.037759463	0.012237762	0.002824859	0	1
39	-123.21	0.025	0.01843318	0	0.020833333	1
39.15	-123.65	0.009259259	0.010802469	0.004385965	0	1
39	-123.21	0.02	0.01025641	0	0	1
39.15	-123.65	0	0.008474576	0	0	1
39	-123.21	0.025	0	0	0	1
39.15	-123.65	0	0.016283525	0	0.003267974	1
38.68	-122.046	0.065300824	0.026404042	0	0.035120577	1
38.68	-122.046	0.042347829	0.029844889	0.000556174	0.028060279	1
38.68	-122.046	0.051348544	0.012765957	0.001729072	0.024264973	1
38.68	-122.046	0.064369345	0.020096916	0.001749233	0.050299382	1
38.68	-122.046	0.071033532	0.022411323	0.021406196	0.072581241	1
38.74	-120.74	0.039610092	0.016039257	0.002072567	0.023207737	1
38.74	-120.74	0.024535088	0.029311019	0.001720935	0.012064056	1
38.74	-120.74	0.074842193	0.02710877	0.001927114	0.030789803	1
38.74	-120.74	0.045656957	0.018711046	0.001849603	0.038567685	1
38.02	-121.2	0.005629384	0.011030775	0.008305151	0.002647059	1
38.02	-121.2	0.004019218	0.011293897	0.001739793	0.021422458	1
38.02	-121.2	0.045479722	0.016046164	0.000605216	0	1
37.97	-120.26	0.075747528	0.020086408	0.000798461	0.012225152	1
37.97	-120.26	0.080292183	0.033999093	0.001556873	0.022027457	1
37.97	-120.26	0.020782075	0.011704469	0.002548229	0.014180006	1
37.97	-120.26	0.071542924	0.009643661	0.005248037	0.057925932	1
37.97	-120.26	0.045920389	0.012772031	0.00732686	0.020337988	1
38.53	-121.97	0	0.007619048	0.000732601	0	1
25.467464	-80.47967	0.317222911	0.045259001	0.052461539	0.391849226	1
25.5	-80.477	0.445016782	0.093992144	0.09787573	0.367286535	1
25.5	-80.477	0.23883823	0.018611287	0.110963803	0.285585373	1
25.467464	-80.47967	0.348246159	0.040666985	0.058886389	0.370931193	1
33.95	-83.36	0.423725911	0.008865333	0.008993989	0.047860794	1
33.95	-83.36	0.420859871	0.050275918	0.021615672	0.011528665	1
30.99	-83.37	0.273884916	0.106440736	0.071628377	0.272919732	1
40.11	-88.21	0.182427245	0.035836673	0.002635733	0.028841861	1
39.0913433	-95.6246509	0.200151861	0.072734572	0.003648577	0.071609326	1
39.202831	-95.741527	0.218797647	0.022567389	0.009589192	0.111536565	1
30.43	-91.12	0.081980519	0.092755826	0.017579365	0.093681319	1
30.43	-91.12	0.053030303	0.05462585	0.088744589	0.083829365	1
30.43	-91.12	0	0.1675	0.020676692	0.0625	1
30.43	-91.12	0.033528672	0.16036435	0.025189153	0.086834027	1
30.43	-91.12	0.074691358	0.05744479	0.027222222	0.083333333	1
30.43	-91.12	0.004761905	0.168195693	0	0.105867347	1
30.43	-91.12	0.141774892	0.043865024	0.068262054	0.138613173	1
30.43	-91.12	0.073260073	0.077681332	0.046248449	0.011904762	1
30.43	-91.12	0.046957672	0.114804881	0.012446581	0.017857143	1
30.43	-91.12	0.049801587	0.147933334	0.004555397	0.094372519	1
32.5	-92.14	0.18	0.133333333	0	0	1
32.5	-92.14	0.206666667	0.020833333	0	0	1
32.5	-92.14	0.33989899	0.01537037	0	0.197435897	1
32.5	-92.14	0.26260577	0.08089313	0.003508772	0.132626263	1
32.5	-92.14	0.18999334	0.161068707	0.00308642	0.007407407	1
32.5	-92.14	0.226190476	0.250932869	0.001420455	0.077100504	1
32.5	-92.14	0.113095238	0.044736842	0	0.221768707	1
32.5	-92.14	0.366904762	0.088306535	0	0.158522034	1
32.5	-92.14	0.230936221	0.095973545	0.001915709	0.182224026	1
32.5	-92.14	0.259638047	0.136839785	0.002155172	0.063789683	1
44.039352	-69.864744	0.054770334	0.004314064	0.024476649	0.06657952	1
44	-69.96	0.15383064	0.080003642	0.002119523	0.001417434	1
44	-69.96	0.180781829	0.147887051	0.026824214	0.051941997	1
44.039352	-69.864744	0.073453363	0.010015408	0.015141649	0.043567698	1
42.45	-71.67	0.207003767	0.029519745	0.000941725	0.029352961	1
42.45	-71.67	0.220556668	0.038861073	0.000747863	0.038926701	1
42.45	-71.67	0.133918061	0.049716357	0.001225906	0.014185787	1
42.45	-71.67	0.203370059	0.041509953	0.002084345	0.015755657	1
42.1111	-86.4483	0.161790664	0.038186969	0.004164533	0.011456819	1
42.1111	-86.4483	0.13528418	0.008927004	0.023727811	0.026660679	1
42.35	-76.57	0	0.008928571	0	0	1
42.44	-76.5	0.157847611	0.052438094	0.001962014	0	1
42.44	-76.5	0.165944496	0.156221179	0.000809717	0	1
35.76	-78.66	0.121060425	0.038236397	0.010618657	0.01962868	1
35.77	-78.63	0.123313061	0.081243837	0.02386302	0.010301899	1
39.88	-75.41	0.109752604	0.035417646	0.001193316	0.017431655	1
39.88	-75.41	0.117281909	0.063080098	0.001434095	0.064828015	1
39.88	-75.41	0.229708144	0.048668035	0.008977337	0.107930583	1
39.88	-75.41	0.184979962	0.011072039	0.017128429	0.037151622	1
39.88	-75.41	0.13894641	0.027851931	0.01397736	0.024433817	1
39.88	-75.41	0.204372722	0.076469961	0.033072102	0.079885714	1
39.88	-75.41	0.178984014	0.033431965	0.039008683	0.083462419	1
39.88	-75.41	0.17085752	0.078645988	0.002314059	0.083568188	1
39.88	-75.41	0.177832039	0.039378535	0.026929447	0.042865883	1
39.88	-75.41	0.170804356	0.031335239	0.013641959	0.027002643	1
39.88	-75.41	0.144003343	0.06740967	0.012546229	0.027281439	1
39.88	-75.41	0.192721189	0.041320728	0.001782504	0.058157083	1
39.88	-75.41	0.183695587	0.074995463	0.000875472	0.096171193	1
39.88	-75.41	0.21975623	0.074741352	0.011248973	0.020597905	1
39.88	-75.41	0.154203562	0.038027967	0.000516236	0.027575872	1
40.793395	-77.860001	0.211310927	0.043882771	0.010195591	0.043096172	1
40.793395	-77.860001	0.223969683	0.105897935	0.005566288	0.059971973	1
40.793395	-77.860001	0.13467099	0.028064307	0.002825611	0.074788064	1
41.823834	-71.396821	0.144608327	0.013219431	0.002777778	0.124482592	1
41.823834	-71.396821	0.252223742	0.005961252	0	0.272791737	1
41.823834	-71.396821	0.192466899	0.007326007	0.003296703	0.234637619	1
41.833989	-71.4047	0.197709829	0.074666389	0.009563914	0.039321601	1
41.833989	-71.4047	0.175385662	0.011166253	0.001152074	0.052332121	1
41.827639	-71.401978	0.220147576	0.087829323	0.000910747	0.017051394	1
41.823834	-71.396821	0.192276239	0.009367681	0.001873898	0.227550929	1
41.823612	-71.389529	0.148808412	0.045105285	0	0.06822432	1
41.834655	-71.39653	0.10340946	0.064047332	0.001358696	0	1
41.823834	-71.396821	0.203223916	0.066387047	0.007782032	0.039885212	1
41.834655	-71.39653	0.07325848	0.062749055	0.001344086	0.014423077	1
41.825072	-71.412921	0.243263261	0.087032752	0.003200205	0.037508111	1
41.833989	-71.4047	0.072800854	0.012138189	0.003149408	0.095237083	1
41.827639	-71.401978	0.062842604	0.013196481	0	0.068664091	1
41.827639	-71.401978	0.070908098	0.022564642	0	0.058151538	1
41.823612	-71.389529	0.109467188	0.123552359	0.003256003	0.015546261	1
41.823612	-71.389529	0.178149162	0.108022081	0.004166667	0.037038639	1
33.39	-80.34	0.254756481	0.007365094	0.009544225	0.061589296	1
33.57	-100.9	0.212173149	0.139295274	0.001740716	0	1
33.57	-100.9	0.352042548	0.05332752	0.002797203	0.068842024	1
33.57	-100.9	0.453286612	0.086703696	0.002506266	0.112003968	1
33.57	-100.9	0.416627817	0.074736118	0.002057613	0.102985348	1
33.57	-100.9	0.315079134	0.093298368	0.005	0.053061224	1
33.57	-100.9	0.394327201	0.12782704	0	0.114345506	1
33.57	-100.9	0.353188875	0.092027417	0.004081633	0.117332852	1
33.57	-100.9	0.418146559	0.074437927	0	0.047552733	1
33.57	-100.9	0.431021718	0.101513496	0.001412429	0.08255719	1
33.57	-100.9	0.425394477	0.024365079	0	0.063888889	1
30.23	-99.66	0.214496026	0.035002902	0.012117098	0.077170139	1
30.23	-99.66	0.573414045	0.092648594	0	0.077298495	1
30.23	-99.66	0.362301587	0.053603397	0	0.14462963	1
30.23	-99.66	0.342076376	0.07133924	0	0.188095238	1
30.23	-99.66	0.31656746	0.039302968	0.010430839	0.233421517	1
30.23	-99.66	0.429058442	0.076769424	0	0.066993464	1
30.23	-99.66	0.273586514	0.023911383	0.007653061	0.239010989	1
30.23	-99.66	0.358631772	0.048237873	0.009751773	0.171212121	1
30.23	-99.66	0.333866027	0.01822264	0.007749288	0.080481845	1
30.23	-99.66	0.343223443	0.027011642	0.010680699	0.176560847	1
38	-78.47	0.117695345	0.013641039	0.000663845	0.024395357	1
38	-78.47	0.142811308	0.015953599	0.002554084	0.022391608	1
38	-78.47	0.199421627	0.01346484	0.004400688	0.011149097	1
38	-78.47	0.213530364	0.016095949	0.002026162	0.026427397	1
38	-78.47	0.222034239	0.010767836	0.003428259	0.019921234	1
38	-78.47	0.303422168	0.00531557	0.002627145	0.017648287	1
37.979	-78.4897	0.164536595	0.010269677	0.003962704	0	1
37.979	-78.4897	0.259239217	0.018335046	0.005783638	0.021850043	1
37.979	-78.4897	0.19635662	0.008064516	0	0.051474668	1
37.979	-78.4897	0.157153293	0.024066897	0.000154655	0.0023912	1
37.979	-78.4897	0.176130033	0.008609202	0.000725024	0.035370398	1
37.979	-78.4897	0.132021792	0.012904004	0.002110774	0.028558683	1
37.979	-78.4897	0.173555016	0.009210526	0.00043592	0.014666816	1
37.979	-78.4897	0.178120732	0.009763655	0.00121292	0.0299785	1
37.979	-78.4897	0.145885561	0.017154061	0.001539244	0.026819366	1
37.979	-78.4897	0.160041669	0.002344697	0.000412505	0.041600093	1
37.979	-78.4897	0.165216856	0.012253843	0.001328962	0.015828513	1
37.979	-78.4897	0.20358021	0.018005248	0.001130102	0.031214845	1
37.979	-78.4897	0.161076291	0.032889099	0.000780437	0.015381429	1
37.979	-78.4897	0.158957312	0.013164847	0.00021796	0.010690345	1
37.979	-78.4897	0.130924789	0.024374174	0.002390253	0.029038046	1
37.979	-78.4897	0.162335603	0.047132638	0.001572809	0.02051988	1
37.979	-78.4897	0.138492366	0.015900663	0.002026334	0.010637802	1
37.979	-78.4897	0.24181273	0.019273233	0.001417149	0.012744813	1
37.979	-78.4897	0.300344117	0.010820761	0.001684612	0.016883851	1
37.979	-78.4897	0.307893656	0.005921918	0.000366569	0.009370869	1
37.979	-78.4897	0.204989834	0.012116146	0.000391776	0.020076823	1
37.979	-78.4897	0.229987843	0.015949758	0.004649662	0.030515224	1
37.979	-78.4897	0.424330013	0.011527466	0.003045683	0	1
37.979	-78.4897	0.265714876	0.008752158	0.001816451	0.025423127	1
37.979	-78.4897	0.196224844	0.007860445	0.001303781	0.003921569	1
37.979	-78.4897	0.18017469	0.024112396	0.000413565	0.028872611	1
37.979	-78.4897	0.13653468	0.024689172	0.000788577	0.014222786	1
37.979	-78.4897	0.247106012	0.018602851	0.000648104	0.032534075	1
37.979	-78.4897	0.108266315	0.026074363	0.002023217	0.019571403	1
37.979	-78.4897	0.156979668	0.039462599	0.000332557	0.037780687	1
37.979	-78.4897	0.158239527	0.026970639	0.002192747	0.003198531	1
37.979	-78.4897	0.253242937	0.016502529	0.000705812	0.00923229	1
37.979	-78.4897	0.210573159	0.03076737	0.00299541	0.020161246	1
37.979	-78.4897	0.271963183	0.017437876	0.005631987	0.029965582	1
37.979	-78.4897	0.18316987	0.029291856	0.001272109	0.016862615	1
37.979	-78.4897	0.24279686	0.02861241	0.001672877	0.032386475	1
37.979	-78.4897	0.136930024	0.007369615	0.000896057	0.018384234	1
37.979	-78.4897	0.094878075	0.024646217	0.01299042	0	1
37.979	-78.4897	0.141205368	0.009294697	0.00212573	0.046887815	1
37.979	-78.4897	0.216207988	0.002151639	0.001844846	0.04776448	1
37.979	-78.4897	0.118080637	0.026134169	0.000862813	0.002232143	1
37.979	-78.4897	0.236219336	0.020979021	0.004065041	0	1
37.979	-78.4897	0.149305556	0.119747899	0	0	1
37.979	-78.4897	0.189377945	0.010185185	0.000997009	0	1
47.23713	-122.39627	0.081264172	0.022968342	0.00161569	0.020555476	1
43.11	-89.65	0.066158253	0.026781884	0.000625	0.025124682	1
43.11	-89.65	0.101008843	0.022865685	0.00197579	0.08470754	1
43.11	-89.65	0.120962404	0.02840106	0.000849716	0.025641298	1
43.11	-89.65	0.124512314	0.042082003	0.011313391	0.045975023	1
43.11	-89.65	0.108568785	0.018825606	0.00240655	0.069421005	1
43.11	-89.65	0.114926584	0.044866996	0.015463708	0.03696669	1
43.11	-89.65	0.188275486	0.026213621	0.00212965	0.054756724	1
-30.97	27.59	0.4	0.015873016	0.006153846	0	1
-23.94	31.14	0.443092622	0.288725824	0.007259407	0.004901961	1
-25.42	30.1	0.300930459	0.10882149	0.002830865	0.116483516	1
-16.54	28.72	0.224286946	0.119206729	0.004570956	0.102371718	1
-17.94	25.83	0	0.021164021	0	0	1
-43	147.3	0	0.05	0	0	0
-42.77	147.56	0.055555556	0.25	0.25	0.194444444	0
-42.769	147.67	0.04	0	0	0.067	0
-37.7	144.8	0.05	0.07	0.02	0.02	0
-36.4	145.4	0.03	0	0	0.06	0
-36.1	146.5	0.03	0.06	0.08	0.03	0
-35.5	149.8	0.1	0.16	0.12	0.043	0
-35.3	149.2	0.09	0.04	0.01	0.1	0
-35	138.5	0.03	0	0	0	0
-34.9	138.6	0.22	0	0	0.06	0
-33.58	18.36	0.154	0.038	0	0.038	0
-32.6	149.6	0.07	0.11	0.05	0.11	0
-31.9	116	0.02	0	0.095	0.075	0
-28.7	152	0.1	0.1	0	0.19	0
-27.6	152	0.22625	0.14375	0.105	0.605	0
-27.6	152.3	0.26375	0.1075	0.08875	0.38875	0
-27.6	152.7	0.17625	0.12625	0.085	0.42125	0
-27.6	152.9	0.235714286	0.121428571	0.088571429	0.55	0
-27.5	153	0.22	0.09	0.03	0.21	0
-27.5	153.3	0.204285714	0.102857143	0.105714286	0.472857143	0
-27.4	151.7	0.097142857	0.044285714	0.03	0.358571429	0
-27.2	151.3	0.255714286	0.232857143	0.048571429	0.361428571	0
-26.6	153	0.21	0.06	0.06	0.45	0
-26.1	31.5	0.222	0.111	0	0	0
-25.418625	30.104585	0.238095238	0.106382979	0	0.052631579	0
-23.944	31.14	0.285714286	0.2	0	0	0
-21.19	47.39	0.286	0	0	0	0
-20.1	57.3	0	0	0	0	0
-19.41	63.25	0	0	0	0	0
-19.3	146.7	0.33	0.44	0.22	0.55	0
-18.54	47.32	0.269	0	0	0	0
-18.45	22.45	0.352	0.099	0	0.197	0
-17.5	146	0.4	0.2	0	1	0
-16.917	145.767	0.318	0.087	0.182	0.519	0
-16.536	28.718	0.223350254	0.121827411	0	0.106598985	0
-13.59	33.44	0.167	0	NA	NA	0
-13.01	33.3	0.2	0.04	NA	NA	0
-12.5	130.8	0.25	0.25	0.25	0.58	0
-12	32	0.244	0.233	0	0.035	0
-11.4	130.7	0.55	0.46	0.46	0.27	0
-8.8	148.3	0.46	0.18	0.5	0.68	0
-4.37	55.27	0.176	0.088	0	0.235	0
-4.2	15.09	0	0	0	0	0
-4.18	15.09	0.083	0.05	0.083	0.1	0
-4.15	15.14	0.095	0.012	0.0595	0.0715	0
-2.49	28.92	0.111111111	0.037037037	0	0.148148148	0
-1.17	36.49	0.185	0	0.019	0.074	0
-1.05	34.45	0	0	0	0.048	0
-0.1	37	0.267	0	0	0	0
3.1333	101.7	0.2391	0.1522	0.0435	0.1739	0
5.52	-7.27	0.51	0.0995	0.277	0.588	0
5.93	116.05	0.1739	0.1522	0.1522	0.3043	0
6.15	-5	0.625	0.163	0.242	0.333	0
6.21	2.25	0.639	0.111	0.333	0.306	0
6.22	2.3	0.138	0.034	0.069	0	0
6.25	10.4333	0.1	0	0	0.153846154	0
8.13	77.54	0.1818	0.2091	0.1182	0.2454	0
8.249461	34.591813	0	0	0	0	0
8.53	76.94	0.1667	0.2281	0.2018	0.2456	0
9.74	76.25	0.1774	0.1855	0.0968	0.2339	0
9.812635	38.631785	0	0	0	0	0
10	76.3	0.0982	0.2321	0.0893	0.1696	0
10.3	123.9	0.1842	0.1316	0.0789	0.1316	0
12.2	76.64	0.1875	0.1923	0.0673	0.1731	0
12.93	77.59	0.1694	0.1532	0.1048	0.2903	0
13.07	80.28	0.1829	0.1951	0.1585	0.2683	0
13.08333	100.4833	0.1647	0.1429	0.1429	0.2619	0
13.6	79.42	0.1852	0.1852	0.1204	0.2685	0
14.4	-17.26	0.405	0.081	0.405	0	0
16.25	-61.28	0.038461538	0.000236574	0.074534161	0.40877193	0
16.32	-61.78	0	0.010733802	0.006674757	0.496506986	0
18.47	-66.11	0.048	0	0.012	0.434	0
18.75	98.96667	0.18	0.18	0.1	0.18	0
19.43	-99.13	0	0.2	0.033	0.067	0
24.33	123.82	0.645	0.29	0.385	0.89	0
24.37	124.16	0.605	0.39325	0.4265	0.78675	0
25.01	82.5	0.0548	0.1096	0.0274	0.1438	0
25.04	83.19	0.0093	0.0421	0	0.028	0
25.07	83.19	0.0306	0.017	0	0	0
25.27	83.03	0.0267	0.0333	0.0333	0.0067	0
25.33	82.97	0.0449	0.0269	0.0059	0	0
25.47	82.97	0.0435	0.0326	0	0	0
25.471	-80.468	0.347666667	0.037333333	0.092	0.401333333	0
25.49	83.58	0.0769	0.0833	0.0385	0.1282	0
25.5	91.89	0.1212	0.0985	0.1136	0.1667	0
25.6	85.14	0.0932	0.1017	0	0.1186	0
25.87	-80.19	0.2495	0.2755	0.1295	0.4455	0
26.13	91.74	0.1	0.095	0.075	0.16	0
26.16	-97.82	0.1878	0.2265	0.2611	0.5778	0
26.17	-98.05	0.137	0.1644	0.2329	0.4384	0
26.18	-97.79	0.1497	0.1361	0.2585	0.517	0
26.22	-98.33	0.2364	0.3455	0.2342	0.5856	0
26.38	-98.82	0.2308	0.25	0.3077	0.4423	0
26.5	127.98	0.64	0.43	0.425	0.67	0
26.67	88.42	0.0345	0.0172	0.0517	0	0
26.91	-99.27	0.1769	0.21045	0.1976	0.3567	0
27	142.21	0.21	0.0225	0.1025	0.3275	0
27.17	-81.36	0.186	0.214	0.059	0.793	0
27.92	-81.59	0.15	0.183	0.046	0.804	0
28.5	-81.38	0.185	0.225	NA	NA	0
30.096574	31.322436	0.571428571	0.153846154	0.125	0	0
30.25	-81.66	0.1215	0.1985	0.067	0.203	0
