Latitude Longitude In(2L)t In(2R)Ns In(3L)P In(3R)Payne DEST
39.17 -2.97 0.172252747252747 0.0240998838559814 0.0482558139534884 0.089572192513369 22
39.1567614 -3.0497293 0.285714285714286 0 0.0476190476190476 0 22
39.1689 -2.9849 0.156862745098039 0.0151515151515152 0.0434782608695652 0.0339861751152074 22
37.353733 -3.167179 0.0980392156862745 0.0535885167464115 0.0357142857142857 0.0925925925925926 22
37.363279 -3.168799 0.26865671641791 0.0689655172413793 0.0769230769230769 0.0555555555555556 22
37.661547 -2.79631 0.297058823529412 0 0.133830845771144 0.0373835403726708 22
37.6617732605881 -2.79623534604702 0.238095238095238 0.0227272727272727 0.0454545454545455 0.100540540540541 22
37.3308 -3.173416 0.258859357696567 0.0294117647058824 0.0595322466335932 0.0708661417322835 22
37.3377875 -3.1786148 0.22927897574124 0.0476190476190476 0.0535714285714286 0.0816326530612245 22
41.6175899 0.6200146 0.305555555555556 0 0.102564102564103 0.0767156862745098 22
41.6175899 0.6200146 0.177005012531328 0.0229915433403805 0.0925925925925926 0.238181818181818 22
41.656416 0.388472 0.266666666666667 0 0.08 0.213371266002845 22
41.656416 0.388472 0.227576136837714 0 0.0610722610722611 0.197014925373134 22
41.656416 0.388472 0.304347826086957 0 0.0526315789473684 0.0714285714285714 22
41.656416 0.388472 0.303016591251885 0 0.0974067046173308 0.234754098360656 22
41.65 0.38 0.144910868315124 0.0430555555555556 0.142857142857143 0.345675675675676 22
41.656416 0.388472 0.252450980392157 0 0.121581670362158 0.42 22
41.656416 0.388472 0.288461538461538 0 0.078125 0.280701754385965 22
41.65 0.38 0.272727272727273 0.0250156347717323 0.08 0.265507518796992 22
41.656416 0.388472 0.205769230769231 0 0.0815241470979176 0.193023255813953 22
41.656416 0.388472 0.30984952120383 0 0.178793256433008 0.322765700483092 22
41.651944 0.388889 0.0909090909090909 0 0 0.25 22
41.485 0.522 0.199013157894737 0 0.0555555555555556 0.210526315789474 22
40.06 -3.53 0.207142857142857 0.0274024024024024 0.0557275541795666 0.0942350332594235 22
39.87 -3.32 0.184697855750487 0.0180194805194805 0.0727272727272727 0.0819397993311037 22
41.53 -5.68 0.294117647058824 0 0.130681818181818 0.0871212121212121 22
9.68 39.53 0 0 0 0 22
8.25 34.59 0 0 0 0 22
6.98 39.18 0 0 0 0 22
9.81 38.63 0 0 0 0 22
7.26 36.25 0 0 0 0 22
62 25 0.405103668261563 0.125 0 0 22
62.55 26.24 0.293103448275862 0 0 0.0146180110968843 22
62.55 26.24 0.295833333333333 0.0919661733615222 0 0.0303030303030303 22
61.1 23.52 0.227272727272727 0.0344827586206897 0.0175492610837438 0 22
61.1 23.52 0.244070601213458 0.0222222222222222 0 0.0192592592592593 22
61.1 23.52 0.352941176470588 0.0627185314685315 0 0.0241067998463312 22
61.1 23.52 0.289333069463685 0.0698051948051948 0.00797129065040651 0 22
61.1 23.52 0.268565248738284 0.0571545213308839 0.0578316610925307 0 22
61.1 23.52 0.273291925465838 0.0632911392405063 0.0137012012012012 0.0365853658536585 22
61.1 23.5 0.349547511312217 0.101694915254237 0 0 22
61.1 23.5 0.170289855072464 0.0980392156862745 0.0434782608695652 0 22
61.1 23.5 0.391304347826087 0.0416666666666667 0 0.0206734867860188 22
61.1 23.5 0.245901639344262 0.0677966101694915 0 0.0363636363636364 22
61.1 23.5 0.192307692307692 0.0178571428571429 0 0.02 22
61.1 23.5 0.374903474903475 0.0851106639839034 0.0192307692307692 0 22
61.1 23.5 0.292173913043478 0.137949260042283 0 0.0198246282882196 22
61.1 23.5 0.214756258234519 0 0 0 22
61.1 23.52 0.206896551724138 0.0515030946065429 0 0 22
61.1 23.52 0.142140468227425 0.0555555555555556 0 0 22
45.921 4.882 0.1 0.049390243902439 0 0 22
45.9 4.91 0.15 0 0.037037037037037 0.0490430622009569 22
47.42884 5.0776 0.218253968253968 0.0645161290322581 0 0 22
47.26735 5.45608 0.392796369824163 0.0612244897959184 0.0508474576271186 0.0882352941176471 22
47.26735 5.45608 0.309027777777778 0.0444664031620553 0.0443535188216039 0.0447761194029851 22
47.26624 5.45114 0.255555555555556 0 0 0.155844155844156 22
44.976813 4.930005 0.0388349514563107 0 0.0238128986534373 0.0105823068309071 22
44.977 4.93 0.0592105263157895 0 0 0.0255681818181818 22
44.977 4.93 0.0078125 0 0.0384615384615385 0.0834782608695652 22
44.977 4.93 0.0805555555555555 0 0.0244047619047619 0.0888888888888889 22
44.976813 4.930005 0.111111111111111 0 0 0.0392576120424222 22
48.7543324 2.1584108 0.137254901960784 0.0375 0.0411267605633803 0.0357142857142857 22
48.7543324 2.1584108 0.0656443368307775 0.0121216573611519 0.0382553606237817 0.0805152979066023 22
48.754 2.158 0.302388123924269 0.0598171701112878 0.031496062992126 0.08 22
48.754 2.158 0.181666666666667 0.0396078431372549 0.0916030534351145 0.0333950903195924 22
48.7543324 2.1584108 0.243589743589744 0.0256410256410256 0.0839201877934272 0.174978595890411 22
48.75 2.158 0.213272444617178 0.0140845070422535 0.0333333333333333 0.131578947368421 22
48.75 2.158 0.206398262612763 0.0625 0.0638983050847458 0.175 22
48.13 1.34 0.09 0 0 0.0689655172413793 22
16.32 -61.78 0 0.00943396226415094 0 0.482419712070875 22
16.25 -61.28 0.0329184704184704 0 0.0671641791044776 0.416666666666667 22
45 4 0.119642857142857 0 0.0180899608865711 0.0425531914893617 22
45 4 0 0 0 NA 22
43.709061 3.848005 0.195744680851064 0.0469208211143695 0.0246246246246246 0.196428571428571 22
43.709061 3.848005 0.17156862745098 0 0 0.0527272727272727 22
48.13 -1.58 0.0583333333333333 0 0 0 22
48.13 -1.58 0.05 0 0 0 22
45.77 4.86 0.0310096153846154 0 0 0.024390243902439 22
-1.65 13.6 0.555555555555556 0 0 0.333333333333333 22
51.099768 0.164408 0.050125313283208 0 0 0.0477777777777778 22
51.099767 0.164407 0.148667601683029 0.0298507462686567 0 0.0238095238095238 22
55.9323 -3.1951 0.0545454545454545 0 0 0 22
55.9324 -3.1952 0.129032258064516 0 0 0 22
55.972871 -3.351475 0.105263157894737 0 0 0 22
56.344534 -2.952766 0.0363636363636364 0.00826446280991736 0 0 22
56.3447 -2.9525 0.0278637770897833 0.0133333333333333 0 0 22
56.34716 -2.95054 0.0943396226415094 0 0 0 22
51.351161 0.184561 0.111111111111111 0.0645833333333333 0 0 22
52.433592 -1.102667 0.0909090909090909 0.0151515151515152 0.0232558139534884 0.0223214285714286 22
52.475769 -0.921517 0.0123456790123457 0.0139921722113503 0.0238128986534373 0.0384615384615385 22
52.4608 -0.959 0.0368686868686869 0.00813008130081301 0.0115079365079365 0 22
52.46 -0.959 0.129946344735077 0.0209475762228559 0 0.01 22
52.46086111 0.95902778 0.0694444444444444 0.0408163265306122 0.0149787614576347 0.0363636363636364 22
52.46086111 0.95902778 0.0693664795509222 0.0238095238095238 0 0 22
52.46086111 0.95902778 0.100501672240803 0.0277777777777778 0 0.0166666666666667 22
56.32034 -3.78092 0.2 0.0666666666666667 0 0 22
56.3204 -3.781 0.0801282051282051 0.03125 0 0 22
53.39052 -1.520599 0.145277927684835 0 0 0.0395955642530985 22
53.391 -1.521 0.268292682926829 0.0114942528735632 0 0.0421052631578947 22
10.7 -12.25 0.2 0 0 0.4 22
35.32188344 25.11104465 0.111111111111111 0 0.137931034482759 0 22
35.223236 25.108428 0 0 0 NA 22
35.223236 25.108428 0.112903225806452 0.0161332292479833 0.0227272727272727 0.111111111111111 22
35.3065438893384 25.0800775364041 0.269230769230769 0.0727513227513227 0 0.0912820512820513 22
35.32188344 25.11104465 0.25 0.0689655172413793 0.0363756613756614 0.0545454545454545 22
42.279 18.334 0.265833333333333 0.0396078431372549 0.0476190476190476 0.0740740740740741 22
42.282 18.322 0.211111111111111 0.0240963855421687 0.0649350649350649 0.0851063829787234 22
47.617361 18.892002 0.327134146341463 0.0741758241758242 0.137412587412587 0.109784946236559 22
47.617361 18.892002 0.133141338059371 0.0455486542443064 0 0.173913043478261 22
47.617361 18.892002 0.203448275862069 0.0483870967741935 0.0687820260149783 0.116666666666667 22
46.25 20.13 0.151428571428571 0.0360623781676413 0.0363636363636364 0 22
46.212856 11.08755 0.102631578947368 0.0620192307692308 0.0618622448979592 0.0666666666666667 22
46.217939 11.123423 0.146341463414634 0 0.0940448113207547 0.085995085995086 22
46.191059 11.135751 0.0744827586206896 0 0 0.0714285714285714 22
46.187389 11.13636 0.195600191296031 0.027972027972028 0.05 0.0852300242130751 22
46.18739 11.13637 0.161989795918367 0 0 0.0233695652173913 22
46.2 11.13333 0.141196013289037 0 0 0 22
0.04 36.36 0.4 0 0 0 22
34.9562894400356 -2.26568341255188 0.0923295454545455 0 0.0615530303030303 0.0801282051282051 22
34.9562894400356 -2.26568341255188 0.2 0 0.117647058823529 0.0344827586206897 22
35.0299090769197 -2.4021291626587 0.127016129032258 0 0.12 0.213675213675214 22
35.0299090769197 -2.4021291626587 0.0785714285714286 0 0.049390243902439 0.0212765957446809 22
35.0299088 -2.400933 0.163333333333333 0 0.125 0.0588235294117647 22
35.032167 -2.394361 0.205882352941176 0 0 0.0833333333333333 22
35.032167 -2.394361 0.216538789428815 0.021978021978022 0 0.0175518925518926 22
35.146733889239 -6.14977144602926 0 0 0 NA 22
11.85 13.16 0.666666666666667 0.333333333333333 0.5 0.166666666666667 22
53.1512 6.3034 0.369383490073145 0 0 0 22
53.1512 6.3034 0.329282407407407 0 0 0 22
53.15917 6.30667 0.556547619047619 0.133830845771144 0 0 22
52.02 5.1 0.142857142857143 0 0 0 22
8.9844 -79.5178 0.227390180878553 0.0694014447884417 0.109011388017825 0.463759213759214 22
51.2315 22.524833 0.2 0 0 0 22
54.35 18.64 0.259777064046854 0.0122704004817826 0 0.067351253397765 22
54.27342 19.620169 0.236363636363636 0.0717142857142857 0 0 22
54.27342 19.620169 0.329017707985299 0.0241103848946986 0 0.0136986301369863 22
54.2735 19.620167 0.25006105006105 0 0 0 22
41.15 -8.41 0.163636363636364 0.0454545454545455 0.0416666666666667 0.153903070662227 22
41.15 -8.41 0.126329787234043 0.0166666666666667 0.0815140009492169 0.130434782608696 22
41.15 -8.41 0.32438920302998 0.0221001221001221 0.141176470588235 0.121580361504641 22
41.15 -8.41 0.357142857142857 0 0 0.111111111111111 22
44.15 20.18 0.102564102564103 0.0192307692307692 0 0.0684931506849315 22
44.104161 19.981698 0.13953488372093 0.0200320512820513 0.0277777777777778 0 22
44.4455 19.2512 0.106666666666667 0.0204081632653061 0 0 22
44.59 20.9 0.156626506024096 0.0392156862745098 0.0112359550561798 0 22
45.15 20.18 0.0631977671451356 0.0441176470588235 0.0196078431372549 0 22
45.15 20.18 0.0909090909090909 0.0192307692307692 0.0285714285714286 0 22
45.13 20.25 0.144599303135888 0.032258064516129 0 0.0869565217391304 22
45.13 20.25 0.119666048237477 0.03125 0 0.0191511387163561 22
45.09 20.18 0.0787450396825397 0 0 0 22
44.9863 20.1664 0.0892857142857143 0.0572873940388296 0.0227272727272727 0.0333333333333333 22
44.9863 20.1667 0.190789473684211 0.0216279069767442 0.0428571428571429 0.0196078431372549 22
44.9863 20.1667 0.225 0.0579831932773109 0.0328663793103448 0.0348790322580645 22
44.9863 20.1667 0.142857142857143 0.0294117647058824 0 0.0333333333333333 22
43.4 22.42 0.0733539549270879 0.0125 0 0 22
43.4 22.42 0.119565217391304 0.0198019801980198 0.0365853658536585 0 22
44.5015 34.16611944 0.154388714733542 0.025974025974026 0 0.0882305326210134 22
44.5015 34.16611944 0.169047619047619 0.0246913580246914 0.0256410256410256 0.0616698292220114 22
44.5015 34.16611944 0.132784958871915 0.0400641025641026 0 0.0869565217391304 22
44.5015 34.16611944 0.0871212121212121 0.032258064516129 0.0461538461538462 0.0563380281690141 22
44.5015 34.1661 0.0862068965517241 0 0.0153846153846154 0 22
57.9788789 33.243615 0.16869918699187 0.0128205128205128 0.0113636363636364 0.06 22
58.024 33.23528 0.203125 0.0279123861213413 0 0 22
58.024 33.23528 0.162162162162162 0.0446941323345818 0 0 22
58.02444 33.235277 0.131578947368421 0 0.0594356261022928 0.0119047619047619 22
58.02444 33.235277 0.0617378048780488 0.0806451612903226 0 0 22
58.02444 33.235277 0.0541822867853796 0 0 0 22
58.02444 33.235277 0.378060969515242 0.027046783625731 0.0840395480225989 0.0196078431372549 22
58.02444 33.235277 0.254901960784314 0 0.0404081632653061 0.05 22
58.02444 33.235277 0.135670731707317 0 0.027046783625731 0.037037037037037 22
53.99778 38.13167 0.22752688172043 0 0.0199009900990099 0.0229230100043497 22
56.41472 38.71611 0.121951219512195 0 0.00581395348837209 0 22
56.41472 38.71611 0.203703703703704 0.123076923076923 0.0143892339544513 0.0151515151515152 22
56.41472 38.71611 0.189655172413793 0.129032258064516 0.0714285714285714 0.0285714285714286 22
56.41472 38.71611 0.451612903225806 0 0 0 22
56.41472 38.71611 0.228571428571429 0.105263157894737 0.0111234705228031 0.0763349514563107 22
-2.49 28.92 0.111111111111111 0.037037037037037 0 0.148148148148148 22
55.694 13.198 0.138461538461538 0.0175492610837438 0 0.0178571428571429 22
55.694 13.198 0.0833333333333333 0 0 0 22
55.694 13.198 0.152173913043478 0 0.0268468468468469 0.0247494685696933 22
NA NA 0 0 0 0 22
40.231444 32.260328 0.137931034482759 0.0465367965367965 0.03125 0.0789473684210526 22
40.231444 32.260328 0.162360034453058 0 0.0217391304347826 0.107142857142857 22
40.231444 32.260328 0.105882352941176 0 0 0.0339366515837104 22
40.231444 32.260328 0.238288288288288 0 0.0303030303030303 0.0678353658536585 22
40.231444 32.260328 0.177777777777778 0 0.0348837209302326 0.137404580152672 22
40.231444 32.260328 0.318181818181818 0 0.0849056603773585 0.0341085271317829 22
40.231444 32.260328 0.0909090909090909 0 0 0 22
40.231444 32.260328 0.151932873838777 0 0.0379746835443038 0.0703691496374423 22
40.231444 32.260328 0.165151515151515 0.0158730158730159 0.0566037735849057 0.0983606557377049 22
